0.009574476;0.007752123;0.005307207;0.05826432;-0.008836109;0.066315184;0.016886765;0.066340027;-0.002209442;0.008042313;-0.012293769;-0.071296898;0.04838166;0.018812735;-0.03780419;-0.060241633;-0.100623412;0.034904571;-0.053049317;0.049391184;-0.051299989;0.003207374;-0.052512884;-0.057604762;
0.00830917;0.00885743;0.003742659;0.059181346;-0.007074476;0.067194095;0.019964316;0.069637986;-0.005180871;0.007782721;-0.013025197;-0.071811184;0.047929415;0.018946612;-0.040803374;-0.05714449;-0.104373616;0.03664498;-0.047632174;0.050431184;-0.048068269;0.004567374;-0.050664721;-0.056228435;
0.006878966;0.009923552;0.002073155;0.060604028;-0.005299782;0.068601986;0.022971663;0.072815129;-0.00852781;0.007617823;-0.014197442;-0.072423429;0.04787717;0.019616;-0.043413986;-0.054133878;-0.107307493;0.03801151;-0.042499113;0.051490776;-0.04382617;0.005755946;-0.048383905;-0.055433333;
0.00537366;0.010929266;0.000257644;0.062452891;-0.00346468;0.070676;0.025810847;0.075830639;-0.01221434;0.007583537;-0.015683156;-0.073270776;0.04830166;0.020832327;-0.045655619;-0.051252245;-0.109307493;0.039049878;-0.038109562;0.052605878;-0.038684946;0.006717578;-0.045915333;-0.05516068;
0.003910803;0.011876205;-0.001764513;0.064590034;-0.001567537;0.073489605;0.028442683;0.078632272;-0.016201279;0.007681497;-0.017281524;-0.074465878;0.049224109;0.022531918;-0.047547864;-0.048471837;-0.110323004;0.039885796;-0.03484197;0.05380098;-0.03284961;0.007439211;-0.043445129;-0.055291293;
0.002624272;0.012800287;-0.00408498;0.066826769;0.000327973;0.077024299;0.030878602;0.081161252;-0.020444544;0.007877415;-0.018757442;-0.076098531;0.050626558;0.024572735;-0.049085823;-0.045722449;-0.110373616;0.040713551;-0.032932093;0.055090776;-0.02661894;0.00796166;-0.041085946;-0.055670068;
0.001629986;0.013760287;-0.006805446;0.068949451;0.002101034;0.081163075;0.033183908;0.083370231;-0.024890259;0.008115782;-0.019877442;-0.078261796;0.052463293;0.026770286;-0.05022868;-0.042894694;-0.109529534;0.041763347;-0.032450133;0.056488327;-0.020362613;0.008376354;-0.038865537;-0.056179456;
0.001034068;0.014814981;-0.010058857;0.070715515;0.003594912;0.085684435;0.035438602;0.085237986;-0.029458422;0.008332925;-0.020440707;-0.081069959;0.054675537;0.02892049;-0.050898068;-0.039872653;-0.107877289;0.043252327;-0.033286052;0.058011592;-0.014448677;0.008818803;-0.036726762;-0.056765578;
0.000913252;0.016006817;-0.013986554;0.071898722;0.004654503;0.090284163;0.037706357;0.086777578;-0.034033116;0.008470068;-0.020316626;-0.084663429;0.057191456;0.030829061;-0.050994395;-0.036563265;-0.105509942;0.045335592;-0.035189725;0.059680163;-0.009214158;0.009435946;-0.034592884;-0.057470884;
0.00130019;0.017348858;-0.018658274;0.07231155;0.005170422;0.094601442;0.040014928;0.088044517;-0.038467401;0.008483129;-0.019459483;-0.089182612;0.05993268;0.032337633;-0.05041317;-0.032902857;-0.102505861;0.048089878;-0.037821562;0.061523429;-0.004876199;0.010340435;-0.032392068;-0.058439048;
